DOMAIN,CATEGORY
froxlor.com,IT
sandiego.edu,University
foodunion.lv,Food
sskyconneect.in,Domain Category: Website/Portal
crrstv.net,TV
asdasd.it,Webservices
barnaul-adm.ru,Administration
infonas.com,Networking
srdtelecom.com.br,Telecom
gigapop.com.ve,Internet
vigoratelecom.com.br,Telecom
mercurycloud.fr,Hosting
o-net.id,Internet
mrezhi.in,Internet
abramad.com,Cloud
linkiway.net,Engineering
falconcom.org,Technology
martinmarietta.com,Materials
plesk.com,Hosting
waddellsolutions.com,Technology
nebraskadatacenters.com,Datacenter
matrixforme.com,Healthcare
ecom.software,E-commerce
c-svyaz.com,Telecommunications
brave.de,Hosting
cloudconnect.net,IT
poshcommunication.com,Marketing
mnetcaucaia.com.br,Internet
minet.sk,Television
it-kurgan.ru,Security
prosysinformatica.com.br,Software
eldata.cz,Data
zyetel.com,Internet
metan.net.ua,Internet
cybernetrs.com.br,Internet
ceramica.ru,Ceramics
malnadinfotech.com,Technology
amrita.edu,Education
netco.uz,Internet
petronas.com.my,Energy
soft-tehnica.com,Software
mcom.sk,Internet
bct.com.bd,Internet Service Provider (ISP)
cdccoors.com,Brewery
metanet.mx,Internet
kaztranscom.kz,Internet
mvprovedor.com.br,Internet
acesstelecom.com.br,Telecom
mcmsys.net,Software
dnsfilter.com,Cybersecurity
geneseo.com,Internet
mazdausa.com,Automotive
as213339.net,Networking
taylorfarms.com,Agriculture
gocurb.com,RideSharing
n0c.com.br,Telecom
uralkali.com,Chemicals
digteltech.co.id,Internet
cmgfi.com,Mortgage
csu.com.br,Finance
stadtwerke-neumuenster.de,Utilities
tvn.net,TVN
gocontact.pt,CRM
faten.es,Telecommunications
teqnet.com.br,Internet
evostec.com.br,Security
migrationsverket.se,Immigration
capricorn.com.na,Finance
asyst.co.id,Technology
inet.net.id,Internet
ananthtelecomservices.com,Telecom
zou.ac.zw,Education
fillnet.com.br,Internet
rvc.net.vn,Internet
unbornnetworks.in,Networks
mlmwireless.com.br,Internet
utex-telecom.ru,Telecom
dedipath.com,Game
iwu.edu,Education
scalaxy.com,Infrastructure
kmtelecom.com.br,Telecom
readyti.com.br,Technology
saintlukeskc.org,Healthcare
satfilm.pl,Entertainment
rn-tv.com,IPTV
austole.cz,Servering
digicelpng.com,Telecoms
luxlink.net.ua,Internet
jphev.de,Journalismus
web4ce.cz,Webhosting
ritsafe.com.br,Technology
euro.ro,Website
nexoconexao.com.br,Telecommunications
versetelecoms.com,Telecom
fpt.vn,Internet
computerwerke-viechtach.de,IT
aksesdata.co.id,Data
speedtelecom.net.br,Telecom
avivaindia.com,Insurance
tattelecom.ru,Telecom
orange.com,Telecoms
strac.org,Emergency
exo.do,Networking
ticsoluciones.net,Telecommunications
pah.org,Healthcare
kcs.com,Branding
gscs.ca,Government
oakwood.org,Healthcare
healthcarerealty.com,Real Estate
brooketel.coop,Telecom
bkash.com,Payment
uno.nl,Microsoft
cgi.com,Consulting
qerotelecom.com,Telecom
ec-bank.net,Banking
ima.eu,Healthcare
ogilvie.co.uk,Construction
glonet.id,Architecture
leaseweb.com,Hosting
galexis.com,Healthcare
walsworth.com,Publishing
valicon.net,Market research
marketplanet.pl,Procurement
deps.ua,Electronics
teledata.de,Telecommunications.
sac-it.dk,IT
infoaura.com.ua,Internet
stirling.wa.gov.au,Government
ibexnet.com.br,Internet
nitnet.com.br,Hosting
greaconltd.com,Construction
arvind.in,Error
netopscom.net,Internet
speedwan.com.br,Telecom
internet4associations.com,Software
dpsi.com,Manufacturing
ix-denver.org,Network
stratagem.host,Webhosting
southshore.com,Geography
netplay.net.br,Gaming
sneekes.com,Toys
ek.co,Cybersecurity
megaviatelecom.net,Telecommunications
marinschools.org,EDUCATION
haykcom.am,Webdevelopment
stena.com,Shipping
cloudeurope.it,Cloud
agoracalyce.com,"Cloud"
unimednordesters.com.br,Healthcare
xcobean.co.ke,IT
energiedienst.de,Energy
permtelecom.ru,Telecom
beeline.kg,Telecom
nshost.ro,Hosting
internetar.com.br,ISP (Internet Service Provider)
amicas.com,Healthcare
pioneerbroadband.net,Internet
harriscountytx.gov,Government
instra.com,Domain
olink.cloud,Hosting
byteworks.ch,Software
opticwise.com,Property
sberbank.ru,Banking
netfibrago.com.br,Internet
cable-net.cz,Internet
itspro.team,Software
planetpayment.com,Payment
westgateresorts.com,Vacation
igennetworks.in,Webhosting
bristol.gov.uk,Local
opk-bulat.ru,Electronics
veiligheidsregio-rr.nl,Security
saranakawansetia.com,Internet
bespoke.tech,Technology
primavision.id,Internet
arax.md,Internet
cloud-tel.it,Telecom
t-connect.fr,Telecom
routed.co.za,IT
leonardocompany.com,Aerospace
vakifkatilim.com.tr,Finance
exabytes.my,Hosting
stormycloud.org,Privacy
centracom.com,Internet
ecu.com,Banking
akqa.com,Marketing
estruxture.com,Datacenter
jpmorgan.com,Banking
cxgrp.com,Telecom
hospedados.com,Hosting
bth.se,University
at-home.ru,Internet
fairfaxmedia.com.au,Media
pinpro.by,Internet
bkom.cz,Construction
kamnet.pl,Internet
mowitel.es,Telecomunicaciones
sriramachandra.edu.in,University
crelcom.ru,Telecommunications
yug-link.ru,Communications
telixnet.ru,Internet
egomnet.hu,Internet
autolocator.ru,Transportation
multinett.no,Internet
prolinkservidor.com.br,Hosting
decade.net,Software
apks.com,Software
rvba.online,Telecom
skylinkbd.com,Domain Registration
jaxenergy.com,Utility
masseyeandear.org,Otolaryngology
hpc.mil,"Government"
prosperitylife.com,Insurance
breitbandservice.com,Internet Service Provider (ISP)
bringo.ie,Software
intercal.com.ar,Software
addit.com.br,Technology
isa.net.al,Internet
curug.id,Internet
cezpolska.pl,Energy
fadata.eu,Insurance
tekoc.ru,ISP (Internet Service Provider)
bakulev.ru,medicine
alpes.net,Internet
trollhattanenergi.se,Energy
99999.hu,IT
hnb.hr,Banking
digdeo.fr,IT
warnet.cz,Internet
atlas.com.af,Internet
michcom.sl,Business
skynetwork.id,Internet
aims.edu,Education
dwim.me,Unix
talkingplatformsusa.com,Communication
arvest.com,Banking
imad.pl,Imam
strzyzowski.net,Telecom
coreroute.de,IT
durst.org,RealEstate
megahost.kz,Hosting
dotinternetbd.com,Internet
wdc.pl,Hosting
internetsuper.com.br,Internet
pnb.lv,Printing
qnetdc.com,Consulting
task.com.br,Hosting
iat.ac.ae,Education
skoed.com,Hosting
gk-is.ru,Security
as215828.net,Network
comarch.de,Software
dcs.bt,Technology
provenetinfo.com.br,Internet
fibranetway.com,Internet
tdtdigital.mx,Ecommerce
hgtc.edu,College
abria.cloud,Cloud
navicenthealth.org,Healthcare
vortixia.com,Datacenter
cassinfo.com,Transportation
wigo.mx,Marketing
wisconsin.edu,University
binarydefense.com,Cybersecurity
swri.org,Research
sentrium.io,IT
cleo.com,Logistics
ultrafibra.com.br,Hosting
vicidial.com,Callcenter
tbs.co.jp,Television
immersenetworks.com,Networking
iainbukittinggi.ac.id,Health
fleetnet.com.br,Transportation
netforyou.pl,Internet
mediascope.net,Research
interpop.com.br,Telecomunicacoes
wifire.ru,Internet
koncar-inem.hr,Electronics
insport.pl,Internet
dedicatedcyber.com,Cybersecurity
hbisserbia.rs,Industry
pelion.eu,Healthcare
ectisp.net,Security
excloud.in,Cloud
jellydigital.net,Internet
inovadata.net,Telecom
360broadband.com,Internet
itsyourit.com,Marketing
sparq.com.au,Energy
embuild.be,Construction
sbconect.com.br,Software
xoomtalk.com,Communications
selective.com,Insurance
vnet.net.py,Network
jartel.net.id,ISP
imicro.com.br,Telecom
i-system.hk,IT
itser.ru,IT
hosting2go.nl,Hosting
ibo.fr,Business
allnet.co.in,Internet
pangkalpinangkota.go.id,Government
ovh.fr,Hosting
csnet.nl,Technology
zbltelecom.com.br,Internet
bwireless.com.kw,Telecom
superondas.com.br,Internet
cyberstreet.com,Internet
chatango.com,Chat
412networks.com,Networking
blueshifttechnologies.com,Technology
expereo.com,Network
gnetworkve.com,Internet
fivenetwork.com,Networking
protelecom.net.br,Telecom
atlasnet.com,Internet
hardonline.com.br,Technology
primetechsa.pl,Company
ticketmaster.com.au,Entertainment
kolesa.kz,Automotive
maxnet.ru,Internet
switch.net.lb,Internet
next-tv.al,IPTV
daedalean.ai,ArtificialIntelligence
lajsinet.cz,Internet
ca-egypt.com,Banking
pulawy.com,Chemicals
nodonetchile.cl,Internet
saknet.com.tr,Internet
sb.lt,Banking.
gva.ch,Airport
enaire.es,Aeronautics
ipnexia.com,Communications
gcs.co.kr,Cable
ipv6-informatica.es,Telecommunications
dollarbank.com,Banking
castlegem.com,Security
orangefin.ventures,Blockchain
flughafen-zuerich.ch,Airport
bde.es,Education
acumed.net,Medical
netline.net,Internet
mercury.net,Telecom
ccb.org.co,Business
bariguitelecom.com.br,Telecommunications
flexigroup.com.au,Finance
wandoor.co.in,Internet
clarkmhc.com,Forklifts
sitronics-kt.ru,Electronics
stf.jus.br,Judiciary
cloudtronics.com.au,Electronics
edicom.es,Software
rochester.k12.mn.us,Schools
altura.ru,Hosting
turboonline.com.br,Internet
umpo.ac.id,University
hayat.com.tr,Life
ittdesk.nl,Studenthousing
zutom.sk,Hosting
timraphael.com,Monitoring
gtrontelecom.com.br,Telecom
mitrakita.co.id,Internet
stranzit.ru,Telecom
servnacnet.com.br,Internet
playboxinformatica.com.br,Telecom
equinix.com,Datacenter
boomcommunications.net,Communications
ebayinc.com,E-commerce
singaporedc.com,Webhosting
loves.com,Truckstop
serverel.com,Hosting
bergen.org,Education
totes.com,Apparel
eckerd.edu,EDUCATION
tecnetcolatina.net.br,Colleges
unirtelecom.com.br,Telecommunications
lantech.ru,ISP
comarch.com,Software
on-telecom.ru,Telecommunications
netsystem.net.pl,Internet
deltastock.bg,Trading.
czestochowa.pl,Częstochowa
nitc.ac.in,Education
gcn.com.ua,Internet
nittedal.kommune.no,Municipality
wikitelecom.com.br,Telecom
urupesnet.com.br,Internet
criba.edu.ar,University
proinity.com,Consulting
threenetworks.net,Internet
ignetworks.com,Networks
mobileye.com,Autonomous
uchealth.com,Healthcare
diligent.com,Governance
vtiprovedor.com.br,Internet
collierschools.com,Education
internet.lu,Luxembourg
citynet.net.br,Brazil
ip.ro,Hosting
udemedellin.edu.co,University
sejahteragroup.net,Business
progresivebd.com,Internet
solnetsolutions.co.nz,IT
triontel.net,Telecomunication
endgame.co.za,Gaming
mtnettelecom.com.br,ISP (Internet Service Provider)
wintermute.tech,Security
mafiber.com.br,Internet
um.ac.id,University
kayanat.af,Telecom
emsservices.ch,Industry
expobank.ru,Banking
iainptk.ac.id,Education
usb.ac.ir,Education
elevi.ee,Television
hanmi.com,Banking
clario.com,Medical
iwisp.net,Internet
kk.com.pl,Computer
ohost.bg,Hosting
jacobs.com,Consulting
mofo.com,Law
sibss24.ru,Satellite
peninsula.org,Healthcare
vemax.com.pe,Internet
marykay.com,Beauty
cybernetonline.in,Technology
rafinsatellite.net,Radio
pstelecom.net.br,Telecom
elcom.com.au,Intranet
lounea.fi,IT
milescommunicationsco.com,Communications
consulta.se,Consultancy
visuallink.net.br,Marketing
pbxhosting.co.uk,Telecoms
tint.or.th,Government
apart.pl,Jewellery.
warpnet.xyz,Networking
pertamina-pdc.com,Energy
paranhananet.com.br,Internet
hcbroadband.co.uk,Internet
genexinfosys.com,Software
mulhouse.fr,Municipalite
ispconnected.com,Networking
elzappero.net,Internet
imvu.com,Virtual
shoretel.com.au,ShoreTel
plasticsurgery.org,Plastic Surgery
stansat.pl,Internet
zyp.plus,Networking
diginet.com.bd,Internet
braxtel.com.br,Telecommunications
chilconet.com.co,Internet
cloudtechtiq.com,Cloud
viptecnologia.com.br,Technology
fs.com.pk,Stockbroking
keris.or.kr,Heritage
godrej.com,Consumer
pajakku.com,Taxation
comarch.pl,Software
marmite.eu,Kitchenware
oaomoek.ru,Energy
blic.net,Telecom
kisa.or.kr,Security
pasuruankab.go.id,Government
avitech.ro,Security
solarix.co.nz,IT
uversatelecom.com.br,Telecom
stec.net.br,Internet
hayalhost.com,Hosting
connectitnet.com,Linux
belltower.it,Security
robmobz.co.uk,Linux
dstewart.com,Office
quest.com,Security
khulatechsolutions.co.za,Technology
wpgix.net,Internet
independence.health,Healthcare
mitcaps.de,IT
meadowridgenetworks.com,Internet
bpk.go.id,Government
umbrellar.com,Technology
uke.gov.pl,Government
diversa-tex.de,Textile
stmarysmaine.com,Hospital
thenuagegroup.us,Technology
nnt.lt,Internetas
zamnet.ec,Internet
achermann.swiss,IT
antwifi.com.tr,Internet
lamoda.ru,Fashion
e-control.at,Energy
ido.com.tr,Transportation
cbxnettelecom.com.br,Telecom
impa.br,Mathematics
gruporedes.net,Telecommunications
foxcell.net,Internet
netcoil.se,Hosting
itenos.de,IT
m3isp.com,Internet
yaelsoft.com,Software
flagstar.com,Banking
capitecbank.co.za,Banking
ninjaserver.co.id,Websites
downetworks.com,Telecom.
micanaldepanama.com,Shipping
comcast.net,ISP (Internet Service Provider)
estes.org,Government
stoinet.com,Wedding
ols-br.com,Communication
valleycountyhealthsystem.org,Healthcare
oeste.net.br,Internet
aljadeed.tv,Arabic
visnettelecom.com.br,Telecom
etel.kz,Telecom
qiandra.net.id,Website
ubimet.com,Weather
innovate.ie,Innovation
premiercom.ru,Software
ultratech.net.pl,Internet
uli.it,Internet
interdigi.info,Marketing
stepping-stone.ch,IT
kirz.com,Russian
mundonet.cl,Internet
toponinternet.com.br,Internet
imafex.sk,Internet
chinetworks.com,Cloud
uww.edu,University
leroymerlin.ru,Home Improvement
local2u.com,Internet
cpchem.com,Chemicals
oneprovider.com,Hosting
giganetbroadband.net,Internet
xn.net,Networking
naradigital.net,Technology
broomfield.org,Government
cityofnsb.com,Government
neustarsecurityservices.com,Security
intervia.nl,Interviews
mcw.edu,Medicine
dustmobile.com,Cybersecurity
fastspeedmm.net,Internet
inforgraf.net.br,ISP (Internet Service Provider)
alfa-accountants.nl,Accountants
aristocrattechnologies.com,Gambling
ereline.com.br,Internet
nissanusa.com,Automotive
macrosat.pl,Internet
quangbinh.gov.vn,Government
uniwa.gr,University
cabotelecom.com.br,Telecom
openconnexio.com,"Services"
alpaky.com,Internet
hcsb.com,Library
tranxactor.com,Software
softether.us,Telecom
oneringnetworks.com,Communications
azukinet.com,Hosting
iq.email,Email
webstercare.com.au,Pharmacy
7sul.com.br,Telecom
weichert.com,Real Estate
dm.de,Pharmacy
adampolnet.com,Poland
telconet.net,Telecomunications
knet.ca,Internet
megawavetelecom.com.br,Telecom.
fulltelecom.net,Telecom
mediasat.pl,ISP (Internet Service Provider)
inetspk.ru,Internet
goldfiber.com.br,Fiber
options-it.com,Technology
finkzeit.at,Timekeeping
alignet.com,Payment
brucetelecom.com,Telecom
prcomunicacao.com.br,Telecom
omandatapark.com,IT
zamtech.com.br,Internet
unison.com,Music
suny.edu,Education
datagrid.network,Data
twop.co,Consultancy
hpu.edu,Education
wilkes.edu,University
synergyfiber.com,Networking
roll.com,Rollercoaster
netxpoint.com,Networking
as203145.com,Greeting
voxbaysolutions.com,Communications
iscgroup.net,Business
curait.dk,IT
seaportboston.com,Hotel
voipit.ro,VoIP
netvision.lv,Privacy
piteenergi.se,Energy
daniel24.net,Personal
quantummethod.org.bd,Education
hatteras.us,Printing
peoplefone.ch,Telecom
teamcity.cz,Internet
coelealcira.com.ar,Cooperativa
cesumar.br,University
netways.de,IT
rebeltec.net,Finance
teletok.net,Politics
unmetered.zone,Internet
dhs.gov,Government
bombora.com,Marketing
as112.net,DNS
ntplx.net,Community
rootleveltech.com,Technology
ifog.ch,Hosting
kenic.or.ke,Registrar
datenzuhause.at,Data
titan-networks.de,Internet
rt.ru,News
sifutures.com,Networking
turbonetinternet.com.br,Internet
curveit.com,Networking
dgbbank.com.kh,Banking
vitroconnect.de,Plattform
gopalnet.id,Internet
kkh.de,Pflege
kcic.co.id,Transportation
mobitex.pl,Marketing
kesz.hu,Charity
m9com.ru,Internet
virtualtelecom.com.br,Internet
stib.com.ua,Software
comel-it.com,Computing
wbd.com,Entertainment
amgh.com,Insurance
caris.com,GIS
allcloud.cc,Cloud
apx.com,Renewables
funcionpublica.gob.mx,Government
commerce.gov,Economy
dropptelecom.cl,Internet
modahealth.com,Healthcare
vectorsecurity.com,Security
methodisthealthsystem.org,Healthcare
travelhost.com.br,Travel
badgermeter.com,Measuring
simwood.com,Telecom
voxlan.com,Language
gennext.net,Technology
n-ix.com,Consulting
supernet-bd.com,Internet
ozbaybilisim.com,Hosting
rapidexprovedor.com.br,Internet
comportsecure.com,Security
hostingsystems.co.uk,Hosting
actewagl.com.au,Electricity
webyne.com,Hosting
wcminternet.com.br,Internet
tigertech.net,Hosting
dickhannah.com,Auto
gaic.com,Insurance
nrbn.ca,Internet
sportingkc.com,Soccer
sii.pl,Software
ticae.com,Privacy
acmetelecom.ru,Telecom
pi-group.be,Hosting/ISP
coosto.com,Marketing
toyota-europe.com,Automotive
brnetworks.com.br,Internet
it-total.se,IT
heritage.com.au,Banking
storck.us,Confectionery
emmelibri.it,Publishing
angeloni.com.br,Electronics
pep.co.ir,Food
acessy.net,Internet
etelecom.ru,Internet
forcetelecom.com.br,Telecom
cross.am,Telecom
mastertel.ru,Telecom
ipm.com.br,Software
bulins.eu,Insurance
khnp.co.kr,Information Technology
fbnet.in,Internet
genting.net.id,Internet Service Provider (ISP)
scad.edu,College
kalispera.com.ar,Error
pcma.org,Conventions
washoecounty.us,Government
skagit911.us,EMERGENCY
fibradigital.com.br,Internet
bamfunds.com,Investment
lantech.com.pl,Internet
silla.ac.kr,University
meiah.com,Entertainment
sivma.ru,Food
jenny.africa,Personal
ipr.res.in,Research
cardgate.net,Payment
neracom.bg,IT
portunity.de,Telecommunication
link.net.ua,Telecom
freitag.ch,Clothing
telecom5.ru,Telecom
stpaulradiology.com,Radiology
bancodesio.it,Banking
afsat.af,Internet
onetis.net.br,Cookies
rtl.com,Media
incm.gov.mz,Telecomunications
fjmgt.com,Management
hostingforexsa.com,Hosting
drd.co.uk,Software
jacksoncasino.com,Casino
vaidiknetsol.com,Hinduism
louisville.edu,University
peoriaaz.gov,Government
walitel.com,Error
silva.cl,Consulting
safra.com,Banking
mygrande.com,Internet
orangecountyfiber.coop,Internet
rollernet.us,"Colocation"
megared.do,Crypto
ortswaerme.info,Heating
testamericainc.com,Laboratory
dhu.ac.kr,Education
eurid.eu,Registry
shakhtar.com,Football
iguana.cat,Cookies
coopeluzplottier.coop,Energy
uber-wireless.com,Internet
dmt.com.pl,Software
dnetprovedor.net.br,Network
egm.org.tr,Retirement
concordps.org,Education
daegu.ac.kr,University
deltaconnect.com.br,Internet
ivanti.com,Software
hmhco.com,Education
valence.com,Battery
porsche.com,Automotive
dendreon.com,Immunotherapy
bluwifi.in,Internet
koumbit.net,Software
dmainc.com,Business
technosphere.com,Technology
netspeed.com.tr,Internet
uaz.ru,Automotive
pampacom.com.ar,Internet
lidernetfibra.com.br,Internet
newcastle.co.uk,Banking
maibornwolff.de,Software
ans-elblag.pl,University
allytech.com,Hosting
cmc.com,Metals
brdigital.com.br,Technology
newtech.fr,Telecom
redestel.com,Hosting
tersedia.fr,Services
inspur.com,Technology
sinet.ir,Internet
bankfirstamerican.com,Banking
617a.net,Real Estate
glenmede.com,Investment
rbfcu.org,Banking
progenity.com,Pharmaceuticals
griceenterprises.com,Internet
delawarenorth.com,Hospitality
gocode.it,Hosting
somersettrust.com,Banking
glavstroy.ru,Construction
ahg.af,Afghanistan
totalcomputers.co.uk,Computers
securenetsystems.net,Advertising
monolith.net.ua,Internet
rhombuscommunications.com,Technology
connectpedreiras.com.br,Internet
kamoike.net,Business
atlantek.net,Internet
webnick.net,Webhosting
ewii.dk,Energy
burnie.tas.gov.au,Government
kpfu.ru,University
interglobe.com,Aviation
coprosys.cz,Internet
energocomm.ru,Energy
realcomm.it,Cloud
morningstar.com,Finance
gearzero.ca,Cloud
telebyte.com,Telecommunications
tntwifi.us,Internet
ally.com,Banking
abenet.com.br,Website
cypking.com,Business
sudoestetelecom.com.br,Telecom
donsattv.ru,TV
freifunk-stuttgart.de,Community
swisssign.com,Certificates
ingenerefeks.ru,Construction
stpsb.org,Education
olimp.ua,Betting
bentley.edu,University
infoway.com.br,Technology
exascale.co.uk,Internet
unand.ac.id,University
protv.ro,Romania
upconnectfibra.com.br,Fibra
nortonrosefulbright.com,Lawyer
elektro-primorska.si,Electronics
bhel.com,Government
carr.org,Library
highconnect.com.br,Hosting
amscloud.co.id,Cloud
freeway.net.ua,Internet
nexsul.com.br,Internet
maysoc.net,Education
edge4m.com,Weirdness
hostvenom.com,Hosting
itmgmt.com,Management
meganetpr.com.br,Telecom
